websites,store,attribute_set,type,sku,name,categories_text,deal_start_time,deal_stop_time,price,special_price,cost,weight,price_unit,price_unit_origin,market_price,status,tax_class_id,visibility,landing_page,product_unit,tilbud,netpris,calculated_unit,weight_unit,has_deal,special_from_date,description,short_description,meta_keyword,qty,product_name,meta_title,meta_description,aktuelt,retter,pant_sku,alphabetAtribute
base,admin,Default,simple,5705011506200,Superior - Pinard Rosé,Øl & Vin>Hvid- & Rosévin;Produkter>FOOD,,,35.95,,,1,35.95,32.355,,Disabled,DK25,"Catalog, Search",STRANDGAARDEN W,Liter,No,No,Liter,Liter,,,Superior - Pinard Rosé,"Vin, Spiritus & Øl Hvidvin Fransk Hvidvin","Superior, Pinard Rosé, fransk, frankrig, rose, vin, alkohol",9999,Superior - Pinard Rosé,,,,,,
base,admin,Default,simple,5701410040994,California Spring Red,Øl & Vin>Rødvin;Produkter>FOOD,,,119.95,,,3,39.98,35.982,,Disabled,DK25,"Catalog, Search",“TASTER WINE A/,Liter,No,No,Liter,Liter,,,"California Spring Red er en Rødvin fra Californien, USA den indeholder Cabernet Sauvignon druer","Vin, Spiritus & Øl Rødvin Amerikansk Rødvin","California Spring Red, Cabernet, Sauvignon, rødvin, alkohol, vin",9999,California Spring Red,,,,,,
base,admin,Default,simple,9300727488275,Jacobs Creek - Shiraz 2009,Øl & Vin>Rødvin;Produkter>FOOD,,,59.95,,,0.75,79.93,71.937,,Disabled,DK25,"Catalog, Search",PERNOD RICARD D,Liter,No,No,Liter,Liter,,,"denne vin er fra Johann Gramps først vingård, den kommer fra Sydøst Australien.","Vin, Spiritus & Øl Rødvin Australsk Rødvin","Jacobs Creek, Shiraz, australien, rødvin, alkohol, vin",9999,Jacobs Creek - Shiraz 2009,,,,,,
base,admin,Default,simple,3187851001138,Alsace - Michel Frantz,Øl & Vin>Hvid- & Rosévin;Produkter>FOOD,,,39.95,,,0.75,53.27,47.943,,Disabled,DK25,"Catalog, Search",TASTER WINE A/S,Liter,No,No,Liter,Liter,,,"Denne vin er produceret på Riesling druen, i området Alsace.","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin","Alsace, Michel Frantz, riesling, hvidvin, vin, alkohol",9999,Alsace - Michel Frantz,,,,,,
base,admin,Default,simple,7804330001590,Santa Rita - Valle Central 120,Øl & Vin>Hvid- & Rosévin;Produkter>FOOD,,,64.95,,,0.75,86.6,77.94,,Disabled,DK25,"Catalog, Search",AMKA - LAGERVAR,Liter,No,No,Liter,Liter,,,"Denne Hvidvin er produceret på druen Riesling, som er dyrket i området Valle Central i Chile","Vin, Spiritus & Øl Hvidvin Chilensk Hvidvin","Santa Rita Valle Central, vin, alkohol, chile, hvid, rosé, rose",9999,Santa Rita - Valle Central 120,,,,,,
base,admin,Default,simple,8005286020911,Rocca - Passolo Vendemmia,Øl & Vin>Rødvin;Produkter>FOOD,,,56,,138.12,0.75,74.67,67.203,,Disabled,DK25,"Catalog, Search",AMKA - LAGERVAR,Liter,No,No,Liter,Liter,,,"Takket være det perfekte klima i 2011 med tørt og solrigt vejr kunne de fleste af druerne til denne vin blive hængende og opnå en let overmodenhed inden de blev plukket. Overmoden hedder på italiensk ”appassimento” – og de overmodne druer kaldes ofte ”passolo” af vindyrkerne, så derfor fik denne vin navnet Passolo. 

Denne vin er produceret af Negroamaro og Primitivo druer, der er dyrket omkring Taranto provinsen i Puglia – også kaldet ""Italiens hæl"". 

Vinen har været lagret 9 måneder på ståltanke.Det er en flot vin med intens rubinrød farve, kompleks duft af kirsebær, solbær og lakrids, koncentreret og fyldig smag med meget bløde tanniner samt en lang og behagelig eftersmag.

Denne velafbalancerede vin er særdeles velegnet til grillet kød, lam og de fleste oste. Det er en vin, der med velbehag kan drikkes nu og de næste par år.

• 4 stjerner i Ekstra Bladet den 23. juni 2012
• 5 stjerner på www.vinavisen.dk i uge 21, 2012 

Type: Tør
Restsukker: Ca. 5 gr./ltr.
Takket være det perfekte klima i 2011 med tørt og solrigt vejr kunne de fleste af druerne til denne vin blive hængende og opnå en let overmodenhed inden de blev plukket. Overmoden hedder på italiensk ”appassimento” – og de overmodne druer kaldes ofte ”passolo” af vindyrkerne, så derfor fik denne vin navnet Passolo. 

Denne vin er produceret af Negroamaro og Primitivo druer, der er dyrket omkring Taranto provinsen i Puglia – også kaldet ""Italiens hæl"". 

Vinen har været lagret 9 måneder på ståltanke.Det er en flot vin med intens rubinrød farve, kompleks duft af kirsebær, solbær og lakrids, koncentreret og fyldig smag med meget bløde tanniner samt en lang og behagelig eftersmag.

Denne velafbalancerede vin er særdeles velegnet til grillet kød, lam og de fleste oste. Det er en vin, der med velbehag kan drikkes nu og de næste par år.

• 4 stjerner i Ekstra Bladet den 23. juni 2012
• 5 stjerner på www.vinavisen.dk i uge 21, 2012 

Type: Tør
Restsukker: Ca. 5 gr./ltr.
Takket være det perfekte klima i 2011 med tørt og solrigt vejr kunne de fleste af druerne til denne vin blive hængende og opnå en let overmodenhed inden de blev plukket. Overmoden hedder på italiensk ”appassimento” – og de overmodne druer kaldes ofte ”passolo” af vindyrkerne, så derfor fik denne vin navnet Passolo. 

Denne vin er produceret af Negroamaro og Primitivo druer, der er dyrket omkring Taranto provinsen i Puglia – også kaldet ""Italiens hæl"". 

Vinen har været lagret 9 måneder på ståltanke.Det er en flot vin med intens rubinrød farve, kompleks duft af kirsebær, solbær og lakrids, koncentreret og fyldig smag med meget bløde tanniner samt en lang og behagelig eftersmag.

Denne velafbalancerede vin er særdeles velegnet til grillet kød, lam og de fleste oste. Det er en vin, der med velbehag kan drikkes nu og de næste par år.

• 4 stjerner i Ekstra Bladet den 23. juni 2012
• 5 stjerner på www.vinavisen.dk i uge 21, 2012 

Type: Tør
Restsukker: Ca. 5 gr./ltr.
Takket være det perfekte klima i 2011 med tørt og solrigt vejr kunne de fleste af druerne til denne vin blive hængende og opnå en let overmodenhed inden de blev plukket. Overmoden hedder på italiensk ”appassimento” – og de overmodne druer kaldes ofte ”passolo” af vindyrkerne, så derfor fik denne vin navnet Passolo. 

Denne vin er produceret af Negroamaro og Primitivo druer, der er dyrket omkring Taranto provinsen i Puglia – også kaldet ""Italiens hæl"". 

Vinen har været lagret 9 måneder på ståltanke.Det er en flot vin med intens rubinrød farve, kompleks duft af kirsebær, solbær og lakrids, koncentreret og fyldig smag med meget bløde tanniner samt en lang og behagelig eftersmag.

Denne velafbalancerede vin er særdeles velegnet til grillet kød, lam og de fleste oste. Det er en vin, der med velbehag kan drikkes nu og de næste par år.

• 4 stjerner i Ekstra Bladet den 23. juni 2012
• 5 stjerner på www.vinavisen.dk i uge 21, 2012 

Type: Tør
Restsukker: Ca. 5 gr./ltr.
Takket være det perfekte klima i 2011 med tørt og solrigt vejr kunne de fleste af druerne til denne vin blive hængende og opnå en let overmodenhed inden de blev plukket. Overmoden hedder på italiensk ”appassimento” – og de overmodne druer kaldes ofte ”passolo” af vindyrkerne, så derfor fik denne vin navnet Passolo. 

Denne vin er produceret af Negroamaro og Primitivo druer, der er dyrket omkring Taranto provinsen i Puglia – også kaldet ""Italiens hæl"". 

Vinen har været lagret 9 måneder på ståltanke.Det er en flot vin med intens rubinrød farve, kompleks duft af kirsebær, solbær og lakrids, koncentreret og fyldig smag med meget bløde tanniner samt en lang og behagelig eftersmag.

Denne velafbalancerede vin er særdeles velegnet til grillet kød, lam og de fleste oste. Det er en vin, der med velbehag kan drikkes nu og de næste par år.

• 4 stjerner i Ekstra Bladet den 23. juni 2012
• 5 stjerner på www.vinavisen.dk i uge 21, 2012 

Type: Tør
Restsukker: Ca. 5 gr./ltr.
","Vin, Spiritus & Øl Rødvin Italiensk Rødvin","Rocca, Passolo Vendemmia, rødvin, vin, italien, alkohol",9999,Rocca - Passolo Vendemmia,,,,,,
base,admin,Default,simple,8027874070504,Casa De Marcanti - Consorzio Dell Asti,Øl & Vin>Hvid- & Rosévin;Produkter>FOOD,,,49.95,,,0.75,66.6,59.94,,Disabled,DK25,"Catalog, Search",AMKA,Liter,No,No,Liter,Liter,,,Denne Asti er produceret i Italien,"Vin, Spiritus & Øl Hvidvin Italiensk Hvidvin","Casa De Marcanti, Consorzio Dell Asti, italien, vin, mousserende",9999,Casa De Marcanti - Consorzio Dell Asti,,,,,,
base,admin,Default,simple,8410261271101,Vino Tinto - Don Simon,Øl & Vin>Rødvin;Produkter>FOOD,,,32.95,,,1,32.95,29.655,,Disabled,DK25,"Catalog, Search",AMKA,Liter,No,No,Liter,Liter,,,Denne Rødvin er fra Spanien.,"Vin, Spiritus & Øl Rødvin Spansk Rødvin","Vino Tinto, Don Simon, rødvin, vin, spanien, alkohol, spansk",9999,Vino Tinto - Don Simon,,,,,,
base,admin,Default,simple,8410261273105,Don Simon - Blanco,Øl & Vin>Hvid- & Rosévin;Produkter>FOOD,,,32.95,,,1,32.95,29.655,,Disabled,DK25,"Catalog, Search",AMKA,Liter,No,No,Liter,Liter,,,Don Simon - Blanco,"Vin, Spiritus & Øl Hvidvin Spansk Hvidvin","Don Simon, Blanco, hvidvin, vin, alkohol, spanien, spansk",9999,Don Simon - Blanco,,,,,,
base,admin,Default,simple,8001968003197,Castel Forte - Valpolicella Amarone,Øl & Vin>Rødvin;Produkter>FOOD,,,164.25,,,0.75,219,197.1,,Disabled,DK25,"Catalog, Search",CANTINE RIONDO,Liter,No,No,Liter,Liter,,2012-01-17 00:00:00,Denne rødvin er fra Valpolicella området i Italien.,"Vin, Spiritus & Øl Rødvin Italiensk Rødvin","Castel Forte, Valpolicella, Amarone, italien, italiensk, rødvin, vin, alkohol ",9999,Castel Forte - Valpolicella Amarone,,,,,,
base,admin,Default,simple,5727510522796,Western Cape - Rosenburg 2011,Øl & Vin>Rødvin;Produkter>FOOD,,,34.95,,,0.75,46.6,41.94,,Disabled,DK25,"Catalog, Search",TASTER WINE A/S,Liter,No,No,Liter,Liter,,,Denne rødvin er fra Sydafrika i Western cape som befinder sig i sydvest for landet.,"Vin, Spiritus & Øl Rødvin Sydafrikansk Rødvin","Western Cape, Rosenburg, afrika, afrikansk, rødvin, vin, alkohol",9999,Western Cape - Rosenburg 2011,,,,,,
base,admin,Default,simple,5704634160783,Family Reserve - South East Australia,Øl & Vin>Hvid- & Rosévin;Produkter>FOOD,,,124.95,,,3,41.65,37.485,,Disabled,DK25,"Catalog, Search",GLOBUS WINE A/S,Liter,No,No,Liter,Liter,,,Hvidvinen fra vingården Family Rerserve er produceret i syd-øst Australien på druen Chardonnay,"Vin, Spiritus & Øl Hvidvin Sydafrikansk Hvidvin","Family Reserve, australien, australsk, vin, alkohol",9999,Family Reserve - South East Australia,,,,,,
base,admin,Default,simple,5704634160776,Family Reserve - South Eastern Australia,Øl & Vin>Rødvin;Produkter>FOOD,,,124.95,,,2,62.48,56.232,,Disabled,DK25,"Catalog, Search",GLOBUS WINE A/S,Liter,No,No,Liter,Liter,,,denne rødvin er fra det syd østlige Australien.,"Vin, Spiritus & Øl Rødvin Australsk Rødvin","Family Reserve, australien, australsk, vin, alkohol",9999,Family Reserve - South Eastern Australia,,,,,,
base,admin,Default,simple,3187851001787,Altenberg de Bergbieten - Alsace Michel Frantz 2007,Øl & Vin>Hvid- & Rosévin;Produkter>FOOD,,,84.95,,,0.75,113.27,101.943,,Disabled,DK25,"Catalog, Search",TASTER WINE A/S,Liter,No,No,Liter,Liter,,,Denne vin stammer fra vinmarken Altenberg de Bergbieten i området Alsace i Frankrig. Druen som denne vin er produceret på er Riesling.,"Vin, Spiritus & Øl Hvidvin Australsk Hvidvin","Altenberg de Bergbieten, Alsace, Michel Frantz, riesling, hvidvin, vin, alkohol",9999,Altenberg de Bergbieten - Alsace Michel Frantz 2007,,,,,,
base,admin,Default,simple,7790240072150,Trapiche - Mendoza Varietals,Øl & Vin>Rødvin;Produkter>FOOD,,,57.95,,,0.75,77.27,69.543,,Disabled,DK25,"Catalog, Search",AMKA - LAGERVAR,Liter,No,No,Liter,Liter,,,dette er en rødvin og stammer fra Mendoza området i Argentina.,"Vin, Spiritus & Øl Rødvin Argentinsk Rødvin","Trapiche, Mendoza Varietals, argentina, argentinsk, rødvin, vin, alkohol",9999,Trapiche - Mendoza Varietals,,,,,,
base,admin,Default,simple,7790240072181,Mendoza - Trapiche Varietals,Øl & Vin>Hvid- & Rosévin;Produkter>FOOD,,,57.95,,,0.75,77.27,69.543,,Disabled,DK25,"Catalog, Search",AMKA - LAGERVAR,Liter,No,No,Liter,Liter,,,"denne hvidvin stammer fra Argentina, det er et område som hedder Mendoza","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin","Mendoza, Trapiche Varietals, argentina, argentinsk, hvidvin, vin, alkohol",9999,Mendoza - Trapiche Varietals,,,,,,
base,admin,Default,simple,7804330351206,Valle Central - Santa Rita 120,Øl & Vin>Hvid- & Rosévin;Produkter>FOOD,,,63.95,,,0.75,85.27,76.743,,Disabled,DK25,"Catalog, Search",AMKA - LAGERVAR,Liter,No,No,Liter,Liter,,,"Denne Hvidvin stammer fra Valle Central i Chile, og den er blevet produceret for at ære de 120 Patrioter som hjalp Chile med at blive selvstændigt i sin tid.","Vin, Spiritus & Øl Hvidvin Chilensk Hvidvin","Santa Rita, Valle Central, vin, alkohol, chile, hvid, rosé, rose",9999,Valle Central - Santa Rita 120,,,,,,Hovedret
base,admin,Default,simple,7804330611102,Valle Del Maipo - Santa Rita Rosé,Øl & Vin>Hvid- & Rosévin;Produkter>FOOD,,,63.95,,,0.75,85.27,76.743,,Disabled,DK25,"Catalog, Search",AMKA - LAGERVAR,Liter,No,No,Liter,Liter,,,Denne Rosévin stammer fra Chile i Valle Del Maipo området.,"Vin, Spiritus & Øl Rosé Vin Chilensk Rosévin","Valle Del Maipo, Santa Rita, Rosé, vin, chile, alkohol",9999,Valle Del Maipo - Santa Rita Rosé,,,,,,Hovedret
base,admin,Default,simple,7804330311101,Santa Rita - Valle Central 120,Øl & Vin>Rødvin;Produkter>Vin MORE,,,63.95,,,0.75,85.27,76.743,,Disabled,DK25,"Catalog, Search",AMKA - LAGERVAR,Liter,No,No,Liter,Liter,,,Denne vin er en rødvin fra Chile og er ment til at hylde de 120 Patrioter som hjalp til at Chile blev Selvstændigt i sin tid.,"Vin, Spiritus & Øl Rødvin Chilensk Rødvin","Santa Rita, Valle Central, vin, alkohol, chile, rødvin",9999,Santa Rita - Valle Central 120,,,,,,Hovedret
base,admin,Default,simple,7048351691112,"Linie Akvavit 41,5 %",Øl & Vin>Akvavit & Bitter;Produkter>FOOD,,,174.95,,,0.7,249.93,224.937,,Disabled,DK25,"Catalog, Search",HANS JUST A/S,Liter,No,No,Liter,Liter,,,"Alkohol 41,5%, Farvestof (E 150)","Vin, Spiritus & Øl Spiritus Snaps","Linie, Akvavit, snaps, bitter, spiritus, alkohol",9999,"Linie Akvavit 41,5 %",,,,,,Hovedret
base,admin,Default,simple,5701410046583,Øresund Akvavit Klar 38%,Øl & Vin>Akvavit & Bitter;Produkter>FOOD,,,72.95,,,0.7,104.21,93.789,,Disabled,DK25,"Catalog, Search",TASTER WINE A/S,Liter,No,No,Liter,Liter,,,"
Øresund akvavit er som et møde med et oprørt farvand, hvileløse vinde og skræmmende dybder - alt i gådefuld og blød harmoni, med et livsbekræftende og kraftfuldt indtryk. Øresund akvavit er på én gang klar, mild og rund - skabt efter gamle stolte danske traditioner.","Vin, Spiritus & Øl Spiritus Snaps","Øresund, Akvavit, snaps, bitter, spiritus, alkohol",9999,Øresund Akvavit Klar 38%,,,,,,Hovedret
base,admin,Default,simple,5700351651009,Høker Snaps Klar 32%,Øl & Vin>Akvavit & Bitter;Produkter>FOOD,,,79.95,,,0.7,114.21,102.789,,Disabled,DK25,"Catalog, Search",PERNOD RICARD D,Liter,No,No,Liter,Liter,,,"En dejlig rund, klar snaps. Let i smagen - let i styrken. Nydes bedst afkølet.","Vin, Spiritus & Øl Spiritus Snaps","Høker, Snaps, bitter, spiritus, alkohol, akvavit",9999,Høker Snaps Klar 32%,,,,,,Hovedret
base,admin,Default,simple,3258367012113,Cognac De Luze vs 40%,Øl & Vin>Whisky & Cognac;Produkter>FOOD,,,199.95,,127.76,0.7,285.64,257.076,,Disabled,DK25,"Catalog, Search",STRANDGAARDEN W,Liter,No,No,Liter,Liter,,,Cognac De Luze vs 40%,"Vin, Spiritus & Øl Spiritus Cognac","Cognac De Luze, vs, alkohol, spiritus, brandy",9999,Cognac De Luze vs 40%,,,,,,Hovedret
base,admin,Default,simple,4062400542678,Sierra Tequila Silver 38%,Øl & Vin>Spiritus;Produkter>FOOD,,,125.95,,,0.5,251.9,226.71,,Disabled,DK25,"Catalog, Search",HANS JUST A/S,Liter,No,No,Liter,Liter,,,Sierra Tequila Silver 38%,"Vin, Spiritus & Øl Spiritus Tequila","Sierra, Tequila, drink, alkohol, spiritus",9999,Sierra Tequila Silver 38%,,,,,,Hovedret
base,admin,Default,simple,5000299223017,Captain Morgan Spiced 35%,Øl & Vin>Whisky & Cognac;Produkter>FOOD,,,148.95,,,0.7,212.79,191.511,,Disabled,DK25,"Catalog, Search",DIAGEO DENMARK,Liter,No,No,Liter,Liter,,,Captain Morgan Spiced 35%,"Vin, Spiritus & Øl Spiritus Rom","Captain, Morgan, rom drink, alkohol, spiritus STAVET FORKERT MORGEN = MORGAN",9999,Captain Morgan Spiced 35%,,,,,,Hovedret
base,admin,Default,simple,5703586131148,Sort Ga-Jol Vodka 30%,Øl & Vin>Spiritus;Produkter>FOOD,,,119.95,,,0.7,171.36,154.224,,Disabled,DK25,"Catalog, Search",AMKA,Liter,No,No,Liter,Liter,,,Sort Ga-Jol Vodka 30%,"Vin, Spiritus & Øl Spiritus Shots","Sort, Ga-Jol, Vodka, shot, drink, alkohol, spiritus",9999,Sort Ga-Jol Vodka 30%,,,,,,Hovedret
base,admin,Default,simple,5703586160353,Grøn Ga-Jol Vodka 30%,Øl & Vin>Spiritus;Produkter>FOOD,,,119.95,,,0.7,171.36,154.224,,Disabled,DK25,"Catalog, Search",AMKA,Liter,No,No,Liter,Liter,,,Grøn Ga-Jol Vodka 30%,"Vin, Spiritus & Øl Spiritus Shots","Grøn, Ga-Jol, Vodka, shot, drink, alkohol, spiritus",9999,Grøn Ga-Jol Vodka 30%,,,,,,Hovedret
base,admin,Default,simple,5700350027119,Gammel Dansk Bitter Dram 38% 70 cl,Øl & Vin>Akvavit & Bitter;Produkter>FOOD,,,84.95,,57.43,0.7,,141.36,109.95,Disabled,DE19,"Catalog, Search",PERNOD RICARD DENMARK A/S,Liter,No,No,Liter,Liter,,,"Den klassiske Gammel Dansk Bitter Dram blev for første gang rakt over købmandsdisken i 1964. Den er i både smag og udseende forblevet tro mod originalen.Hele hemmeligheden bag den særlige bittersmag ligger i blandingsforholdet mellem de 29 forskellige krydderier og urter fra hele jordkloden - bl.a. angelikarod, muskatnød, anis, ingefær og rønnebær. Du kan måske ikke direkte smage, hvad de enkelte ingredienser gør for smagen. Men du ville sikkert hurtigt kunne smage, hvis et af krydderierne manglede.

Aroma: Bitter med et strejf af krydderurter
Smag: Behagelig bitterhed med en god lang krydret finish
Farve: Kobber",Gammel Dansk Bitter Dram 38% ,"spiritus, sprit, bitter, dram, gammel, dansk",9999,Gammel Dansk Bitter Dram 38% 70 cl,,,,,,Hovedret
base,admin,Default,simple,5700350016212,Aalborg Export Akvavit 38% ,Øl & Vin>Akvavit & Bitter;Produkter>FOOD,,,89.95,,62.58,0.7,151.36,134.94,114.95,Enabled,DE19,"Catalog, Search",PERNOD RICARD DENMARK A/S,Liter,No,No,Liter,Liter,,,"Aalborg Export Akvavit er den klassiske, gyldne danske akvavit. Den blev lanceret tilbage i 1913, og som navnet antyder, var den oprindelig især tiltænkt eksport. I dag er Aalborg Export Akvavit en fast gæst på de danske frokostborde. Og forståeligt nok. Med et alkoholindhold på 38% og en elegant afrunding med madeira er Aalborg Export Akvavit en både lettilgængelig og smagfuld oplevelse. Styrkemæssigt placerer den sig midt i skalaen.

Aalborg Export Akvavit er med sin afbalancerede smag en glimrende ledsager til især lette frokostretter, men også klassiske danske frokost- og middagsretter.

Smagsstyrke: Middel
Servering: Køl/Frys
Krydderoplevels: Kommen og Madeira",Aalborg Export Akvavit 38% ,"spiritus, sprit, snaps, akvavit, ålborg, aalborg, export",9999,Aalborg Export Akvavit 38% ,,,,,,Hovedret
base,admin,Default,simple,3364048109536,Braastad VS Cognac 40%,Øl & Vin>Whisky & Cognac;Produkter>FOOD,,,179.95,,,0.7,257.07,231.363,,Disabled,DK25,"Catalog, Search",HANS JUST A/S,Liter,No,No,Liter,Liter,,,Braastad VS Cognac 40%,"Vin, Spiritus & Øl Spiritus Cognac","Braastad, VS, Cognac, brandy, drink, alkohol, spiritus",9999,Braastad VS Cognac 40%,,,,,,Hovedret
base,admin,Default,simple,5000289020602,"Gordon´s Dry Gin 37,5%",Øl & Vin>Spiritus;Produkter>FOOD,,,119.95,,,0.7,171.36,154.224,,Disabled,DK25,"Catalog, Search",DIAGEO DENMARK,Liter,No,No,Liter,Liter,,,"Gordon´s Dry Gin 37,5%","Vin, Spiritus & Øl Spiritus Gin","Gordon´s, Dry, Gin, drink, alkohol, spiritus",9999,"Gordon´s Dry Gin 37,5%",,,,,,Hovedret
base,admin,Default,simple,4034100029087,Underberg 3 pak,Øl & Vin>Akvavit & Bitter;Produkter>Fødevarer,,,34.95,,,60,582.5,524.25,,Disabled,DK25,"Catalog, Search",VALORA TRADE,Liter,No,No,ml,Liter,,,Alkohol 44%,"Vin, Spiritus & Øl Spiritus Bitter","Underberg, bitter, spiritus, alkohol, akvavit",9999,Underberg 3 pak,,,,,,Hovedret
base,admin,Default,simple,3171873310354,"Jaburn & Co. Whisky 37,5%",Øl & Vin>Spiritus;Produkter>FOOD,,,85.95,,,0.7,122.79,110.511,,Disabled,DK25,"Catalog, Search",SLAUR CHAUVET S,Liter,No,No,Liter,Liter,,,"Jaburn & Co. Whisky 37,5%","Vin, Spiritus & Øl Spiritus Whisky","Jaburn, Whisky, drink, alkohol, spiritus",9999,"Jaburn & Co. Whisky 37,5%",,,,,,Hovedret
base,admin,Default,simple,3254732161035,Renault Carte Noir 40%,Øl & Vin>Whisky & Cognac;Produkter>FOOD,,,24.95,,,30,831.67,748.503,,Disabled,DK25,"Catalog, Search",ALTIA DENMARK A,Liter,No,No,ml,Liter,,,Renault Carte Noir 40%,"Vin, Spiritus & Øl Spiritus Cognac","Renault, Carte, Noir, cognac, brandy, alkohol, drink, spiritus",9999,Renault Carte Noir 40%,,,,,,Hovedret
base,admin,Default,simple,5701410044176,"Vostock Vodka 37,5%",Øl & Vin>Spiritus;Produkter>FOOD,,,79.95,,,0.7,114.21,102.789,,Disabled,DK25,"Catalog, Search",TASTER WINE A/S,Liter,No,No,Liter,Liter,,,"Vostock Vodka 37,5%","Vin, Spiritus & Øl Spiritus Vodka","Vostock, Vodka, drink, alkohol, spiritus",9999,"Vostock Vodka 37,5%",,,,,,Hovedret
base,admin,Default,simple,8501110080439,7 Års Havana Club,Øl & Vin>Whisky & Cognac;Produkter>FOOD,,,234.95,,,0.7,335.64,302.076,,Disabled,DK25,"Catalog, Search",PERNOD RICARD D,Liter,No,No,Liter,Liter,,,7 Års Havana Club,"Vin, Spiritus & Øl Spiritus Rom","Havana, Club, rom, alkohol drink, spiritus",9999,7 Års Havana Club,,,,,,Hovedret
base,admin,Default,simple,5701232479057,Frigodan Blåbær,Frost>Frugt & Bær;Produkter>Fødevarer,,,19.95,,,300,66.5,59.85,,Disabled,DK25,"Catalog, Search",ARDO A/S,Kg,No,No,Gram,Kg,,,Frigodan Blåbær,Dagligvarer Frost Frugt,"Frigodan, Blåbær, frost, frugt",9999,Frigodan Blåbær,,,,,,Hovedret
base,admin,Default,simple,5701014032845,Hatting Naturligvis Rugfler,Frost>Brød;Produkter>Fødevarer,,,23.95,,,490,48.88,43.992,,Disabled,DK25,"Catalog, Search",LANTMAENNEN UNI,Kg,No,No,Gram,Kg,,,"Varedeklaration:
Hvedemel 27%, vand, rugmel 20%, rugflager 6%, rugsigtemel 4%, gær, hvedegluten 3%, mørk sirup, hørfrø 2%, solsikkekerner 2%, græskarkerner 2%, sukkerroefibre 2%, hvedefibre 1%, byg/hvedemaltekstrakt 1%, salt tilsat jod, emulgator (vegetabilsk E472e), surdejskultur, bygmaltmel, melbehandlingsmiddel (E300). Kan indeholde sesamfrø, mælk og valnødder. Saltindhold: 1,0 g/100g 
",Dagligvarer Frost Brød,"Hatting, Rugfler, rufler, morgenmad, brød, rundstykker, frost",9999,Hatting Naturligvis Rugfler,,,,,,Hovedret
base,admin,Default,simple,5701410330057,Grill Pandepølser,Kød & Pålæg>Pølser & Røget Kød;Produkter>Fødevarer,,,15.95,,,500,31.9,,,Disabled,DK25,"Catalog, Search",TULIP FOOD COMP,Kg,No,No,Gram,Kg,,,"Varedeklaration:
53 % svinekød, 21 % vand, 10 % spæk, 3 % sojaprotein, 3 % kartoffelmel, 2 % salt, kartoffelfibre, svær, cutisintarm, druesukker, tørret løg, stabilisator (E 451), krydderier, krydderiekstrakter, glukosesirup, gærekstrakt, antioxidant (E 301), konserveringsmiddel (E 250).

","Kød & Pålæg Pølser & Røget Kød Kød, Fisk & Pålæg Pølser og Pålæg Pølser","Grill, Pandepølser, pølser, grill, hotdog",9999,Grill Pandepølser,,,,,,Drikkele
base,admin,Default,simple,5701410330064,Hot Dog Pølser,Kød & Pålæg>Pølser & Røget Kød;Produkter>FOOD,,,21.25,,,520,40.87,,,Disabled,DK25,"Catalog, Search",TULIP FOOD COMP,Kg,No,No,Gram,Kg,,,Hot Dog Pølser fra Tulip,"Kød, Fisk & Pålæg Pølser og Pålæg Pølser","Hotdogpølser, pølser, grill, hotdog",9999,Hot Dog Pølser,,,,,,Drikkele
base,admin,Default,simple,5709289005144,Antos Græsk Yoghurt,Mejeri & Ost>Mælk & Yoghurt;Produkter>FOOD,,,10.95,,,200,54.75,9.855,,Disabled,DK25,"Catalog, Search",DANTON TRADING,Kg,No,No,Gram,Kg,,,"Antos Græsk Yoghurt 0,1 %",Dagligvarer Mejeri & Ost Yoghurt,"Antos, Græsk, Yoghurt, jogurt,  ",9999,Antos Græsk Yoghurt,,,,,,Drikkele
base,admin,Default,simple,5704068013778,K-Salat Tunsalat 30%,Kød & Pålæg>Pålæg & Salater;Produkter>Fødevarer,,,21.95,,,175,125.43,,,Disabled,DK25,"Catalog, Search",RIEBER & SØN DA,Kg,No,No,Gram,Kg,,,K-Salat Tunsalat 30%,"Kød, Fisk & Pålæg Pølser og Pålæg Salater","K-Salat, Tunsalat, tun, pålæg, frokost, madpakke",9999,K-Salat Tunsalat 30%,,,,,,Drikkele
base,admin,Default,simple,5741600100923,Glyngøre Marinerede Fileter 600/250g,Kød & Pålæg>Fiskepålæg & Sild;Produkter>Fødevarer,,,37.95,,,535,70.93,,,Disabled,DK25,"Catalog, Search",BEAUVAIS FOODS,Kg,No,No,Gram,Kg,,,"Sild, Sukker, Løg (8%), rød peber (8%), Salt, Eddike, Krydderiblanding, Konserveringsmidler (E211, Kaliumsorbat), Naturlige Aromaer.","Kød, Fisk & Pålæg Pølser og Pålæg Pålæg","Glyngøre, Marinerede, Fileter, sild, fisk, pålæg",9999,Glyngøre Marinerede Fileter 600/250g,,,,,,Dessert
base,admin,Default,simple,5741600100527,Glyngøre Krosild i Krydderlage 200/95 g,Kød & Pålæg>Fiskepålæg & Sild;Produkter>FOOD,,,21.95,,,200,109.75,,,Disabled,DK25,"Catalog, Search",BEAUVAIS FOODS,Kg,No,No,Gram,Kg,,,Glyngøre Krosild i Krydderlage,"Kød, Fisk & Pålæg Pølser og Pålæg Pålæg","Glyngøre, Krosild, lage, sild, fisk, pålæg",9999,Glyngøre Krosild i Krydderlage 200/95 g,,,,,,Dessert
