websites,store,attribute_set,type,sku,name,categories_text,deal_start_time,deal_stop_time,price,special_price,cost,weight,price_unit,price_unit_origin,market_price,status,tax_class_id,visibility,landing_page,product_unit,tilbud,netpris,calculated_unit,weight_unit,has_deal,special_from_date,description,short_description,meta_keyword,qty,product_name,meta_title,meta_description,aktuelt,retter,pant_sku,alphabetAtribute
base,admin,Default,simple,4062400543002 ,"Sierra Tequila Reposado Gold 38% 1,0l",,,,149.95,,90.88,1,,,229.95,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,,,"Sierra Tequila Reposado er destilleret i kobber pot stills efter en traditionel metode. Den hviler i ni måneder i ristede egetræsfade, hvilket giver det en utrolig guld udseende farve.

Reposado er den mest populære tequila kvalitet blandt mexicanerne. Dens friskhed og uimodståelige frugtighed er suppleret med sarte noter af vanilje, karamel og vilde urter aromaer. 
Denne mangfoldighed af dufte, der har vundet mange internationale priser giver Sierra Tequila Reposado en bestemt kompleksitet, som kommer i forgrunden, når nydes ren eller i friske og frugtagtige Sierra Margaritas såsom


Sierra Orange Margarita	
•40–50 ml Sierra Tequila Reposado 	
•30 ml frisk presset lime juice (ca. 1 lime) 	
•20 ml agave syrup 	
•Orange skal	

","Sierra Tequila Reposado Gold 38% 1,0l","sierra, tequila, reposado, tekila, teqila",0,"Sierra Tequila Reposado Gold 38% 1,0l","Sierra Tequila Reposado Gold 38% 1,0l","Sierra Tequila Reposado Gold 38% 1,0l",,,,
base,admin,Default,simple,5740800833648 ,Schweppes Indian Tonic Water 24 x 33 cl,,,,99.95,,56.8,7.92,,,252.95,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,,,"Schweppes er verdens ældste sodavandsbrand med en over 225 år lang historie og er kendt som den lidt mere sofistikerede af alle sodavand.
 
Schweppes begyndte at producere Tonic i 1870’erne og den blev snart populær blandt englænderne i Indien på grund af kinin-indholdet, som er effektivt mod malaria.
 I dag er indholdet så lavt, at det ikke har nogen medicinsk effekt, men kun bidrager til den gode smag.
 
Schweppes Indian Tonic Water er den klassiske, rene og originale tonic – klar, sprød og forfriskende. 

Serveringsforslag:
 
Schweppes Tonic er ideel som mixer i Gin & Tonic og et hav af andre drinks. 

Der er ikke pant på dåser eller flasker hos os, da disse bliver importeret til Danmark, Sverige eller Finland fra Tyskland af en bosiddende fra et af disse lande, se i øvrigt vore Handelsbetingelser
",Schweppes Indian Tonic Water 24 x 33 cl,"schweppes, indian, tonic, tonik, sodavand",0,Schweppes Indian Tonic Water 24 x 33 cl,Schweppes Indian Tonic Water 24 x 33 cl,Schweppes Indian Tonic Water 24 x 33 cl,,,,
base,admin,Default,simple,9310297651771,3 L Penfolds Rawsons Retreat Shiraz/Cabernet S - BIB,,00:00,00:00,149.95,,100.5,3,,,229.95,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,,,"Mørk kirsebærrød, frisk og livlig med en vifte af modne sommer bær og mørke krydderier, medens blot et strejf af diskret eg lurer i baggrunden.
En dejlig balance af sommer bær og lette krydderier med bløde tanniner tilføjer længde i ganen.

Denne medium fyldig vin har en attraktiv kødfulde mid-gane og saftigt friskhed i finishen.

Rawson 's Retreat vine præsenterer klassiske single sorter og sorter blandinger i en imødekommende, frisk-flavored stil for tidlig nydelse. 

Navnet Rawson 's Retreat er en uformel reference til det sten sommerhus bygget i 1845 af Dr. Christopher Rawson Penfold på den berømte Magill vingård i Adelaide, hvor han, med kone Mary og datter Georgina etablerede den Penfolds vingård, som stadig fungerer i dag.

",3 L Penfolds Rawsons Retreat Shiraz/Cabernet S - BIB,"penfolds, rawsons, retreat, shiraz, cabernet, sauvignong, rødvin, röttvin, bib, b-i-b",0,3 L Penfolds Rawsons Retreat Shiraz/Cabernet S - BIB,3 L Penfolds Rawsons Retreat Shiraz/Cabernet S - BIB,3 L Penfolds Rawsons Retreat Shiraz/Cabernet S - BIB,,,,
base,admin,Default,simple,8001968032890,"3 L Trionfo Maximo  Rosso Veronese I.G.T. 13,5 %  BIB",,08:00,07:59,79.95,59.95,43.96,3,,,164.95,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,0,2013-08-24 00:00:00,"En dyb, ungdommelig, rubinrød farve. Intens duft af blomme, kirsebær og hindbær samt noter af vanilje. 
Smagen er fyldig, tør og usædvanlig frugtagtig med bløde, afrundede tanniner og en let syrlighed.

Fremstillingsmetode: Håndplukkede druer gæres i rustfrit ståltanke, og efter en blid presning er vinen udblødt med drue-skinds rester fra produktionen af ​​Amarone i 8-10 dage med hyppige overpumpning.
Vinen lagres derefter på store egetræsfade og delvist i barriques. Endelig det gennemgår en periode med køling ved -3 ° C i 7 dage, og er mikro-filtreret, før det 'kolde aftap «for at sikre stabiliteten af produktet.

4 stjerner i Ekstra Bladet 12. juli 2013





",3 L Maximo Trionfo Rosso Veronese BIB,"maximo, trionfo, rosso, veneto, rødvin, bib, b-i-b",0,"3 L Trionfo Maximo  Rosso Veronese I.G.T. 13,5 %  BIB",3 L Maximo Trionfo Rosso Veronese BIB,3 L Maximo Trionfo Rosso Veronese BIB,,,,
base,admin,Default,simple,800196810330,"3 L Reflexo Spartacus Rosso Veneto I.G.T. 13,5%  BIB",,08:00,07:59,79.95,64.95,43.96,3,,,164.95,Disabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,0,2013-09-13 00:00:00,"Spartacus har en flot og frisk bouquet med toner af modne kirsebær, blommer og friske mandler.
 Smagen er velafbalanceret med en kraftfuld, intens og elegant karakter og indeholder et kæmpe potentiale. Smagen er tør men er garneret med en dejlig frugtsødme der sidder længe i mundhulen og forsøder smagsløgene.
Denne BIB vin er velegnet til et utal af kødretter 

Amarone specialisten Winemaker Paolo Grigoli – manden der står bag nogle af de allerstørste og bedst præmierede Amarone vine, har skabt denne BIB vin ved navn Spartacus. For at opnå den højest mulige kvalitet har han nøje udvalgt marker og vinstokke i Veneto regionen - hjemegnen for de store Amarone vine, til netop denne vin. 
","3 L Reflexo Spartacus Rosso Veneto I.G.T. 13,%%  BIB","reflexo, spartacus, rosso, veneto, igt, i.g.t.,rødvin, röttvin",0,"3 L Reflexo Spartacus Rosso Veneto I.G.T. 13,5%  BIB","3 L Reflexo Spartacus Rosso Veneto I.G.T. 13,5%  BIB","3 L Reflexo Spartacus Rosso Veneto I.G.T. 13,%%  BIB",,,,
base,admin,Default,simple,8033765187114,3 L Sopra Sasso Appasimento I.G.T. 14% BIB,,08:00,07:59,119.95,99.95,70.4,3,,,234.95,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,0,2013-09-17 00:00:00,"Kraftfuld, koncentreret men afrundet rødvin fra det nord-østlige Italien ved Gardasøen, som vinmæssigt primært er kendt for Amarone-vinene.
Duft og smag har klar profil af modne sylte-kirsebær, brombær, tørrede blomster samt en snert af abrikoskerne. Soprasasso har usædvanlig stor smagsfylde kombineret med god friskhed og en lang eftersmag med stor elegance.

Soprasasso Rosso Veneto er opstået som resultat af de stramme produktionskrav til Valpolicella Ripasso, hvor den tilladte mængde Ripasso er afhængig af mængden af produceret Amarone. Da der efterspørges mere Ripasso end den producerede mængde af Amarone, så holder man stilen men producerer efter IGT klassifikationen der giver et rigtigt godt glas vin for pengene.

Druerne til  denne vin er Corvina Veronese, Corvinone og Rondinella, som også står bag når man producerer Amarone della Valpolicella. En andel af druerne får lov at hænge ekstra længe på vinstokkene. Disse druer tørrer lidt ind og giver derfor et ’vitamintilskud’ i den færdige vin i form af ekstra fylde og klassiske ’appassimento-aromaer’ af tørrede blomster og en mere ekstraktrig, fyldig vin. Efter endt gæring lagres vinen på egefade, som runder  og stabiliserer vinen. Nå den tappes er Soprasasso  drikkeklar med en fløjlsblød frugt med masser af  fylde og stor koncentration.

4 stjerner i Ekstra Bladet 12. juli 2013
",3 L Sopra Sasso Appasimento I.G.T. 14% BIB,"sopra, sasso, appasimento, amarrone, igt, i.g.t, bib, b-i-b, rødvin, röttvin",0,3 L Sopra Sasso Appasimento I.G.T. 14% BIB,3 L Sopra Sasso Appasimento I.G.T. 14% BIB,3 L Sopra Sasso Appasimento I.G.T. 14% BIB,,,,
base,admin,Default,simple,8001968004187,6 fl Appasimento Trionfo Rosso Veneto I.G.T. 14 % 75 cl,,,,229.95,,133.65,4.5,,,349.95,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,0,,"Suværen kvalitet til prisen Selv samme region hvor man laver den store Amarone vine. Trionfo har en flot og frisk bouquet med toner af kirsebær og friske mandler. Smagen har en let sødme med en intens og kraftig frugt. Vinen kendetegnes af en elegant afslutning. Velegnet til kraftige retter med oksekød og vildt, samt til modne oste. ",6 fl Appasimento Trionfo Rosso Veneto I.G.T. 14 % 75 cl,"Appasimento, Rosso, Veneto, I.G.T., rødvin, amarone, trionfo",0,6 fl Appasimento Trionfo Rosso Veneto I.G.T. 14 % 75 cl,6 fl Appasimento Trionfo Rosso Veneto I.G.T. 14 % 75 cl,6 fl Appasimento Trionfo Rosso Veneto I.G.T. 14 % 75 cl,,,,
base,admin,Default,simple,8715151120799,El Dorado Rom Guyana 12 years 40 % 70 cl,,00:00,00:00,229,,135.96,0.7,,,289,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,,," El Dorado 12 års tilbyder en fantastisk pirrende smag og har ved Caribbean Rum Taste vundet ikke mindre end 7 guld medaljer
i løbet af de 10 gange denne prisuddeling har fundet sted.

Denne premium rom er et unikt blend af tripple destilleret rom, lavet efter gamle traditionelle principper, forsigtigt sammensat for at skabe en
perfekt delikat balance. Det anbefales at prøve den med en smule is og en skive frisk citron.
Alkoholstyrke: 40%
Farve: Gylden
Duft: Let og delikat med strejf af gardenia
Smag: Fyldig, dyb og med masser af karakter

Guyanas tropiske klima tilbyder de optimale vilkår til forædling af rom- Verdens bedste rom i over 300 år.
Kvalitet og eksklusivitet, det er grundlaget for produktionen af El Dorado rom. El Dorado roms uovertrufne karakter er resultatet af en lang historie og en forædlings proces, som går flere
hundrede år tilbage. Sukkerrørene blev indført til de caraibiske øer af Columbus, som havde dem med fra Spanien i 1493. Det er derfor ikke overraskende, at den første rom som blev produceret af Demerara
Distillers, var beregnet til sømænd, som slog sig ned efter at have opgivet håbet om at finde El Dorados skattekammer. Deres eventyrlystne sind viste dem dog vejen og de opdagede Guyanas flydende guld.
De traditionelle arbejdsmetoder benyttes stadig til at producere en rom af høj kvalitet og starter med de bedste sukkerrør. I århundreder er El Dorado rom blevet lagret i egetræsfade, hvilket intensiverer den fortryllende aroma og
smag af rom. For Demerara Distillers vil målet altid være at efterstræbe den perfekte smag. Dette er en af grundene til at Demerara Distillers er blevet verdensberømte.

",El Dorado Rom 12 years 40 % 70 cl,"eldorado, dorado, rhum, rum, rom, guyana",0,El Dorado Rom Guyana 12 years 40 % 70 cl,El Dorado Rom 12 years 40 % 70 cl,El Dorado Rom 12 years 40 % 70 cl,,,,
base,admin,Default,simple,8715151150734,El Dorado Rom Guyana 15 years 43 %  70 cl,,00:00,00:00,319,,188.49,0.7,,,395,Enabled,DE19,"Catalog, Search",,,No,No,Liter,None,,," El Dorado 15 års er 4 gange i træk kåret som ”Den bedste rom i verden” ved London International Wine and Spirit Competition. I 2006 vandt El Dorado 15 års Guld, 
og kåret ”Bedst i kategorien”.

Den magiske farve, fyldige smag og kraftige aroma af El Dorado 15 års, skyldes de store egetræsfade, som rommen lagres i.
Forsigtigt sammensat af nøje udvalgte lagrede rom, nogle helt op til 25 år, betegnes dette udsøgte stykke håndværk som noget af det ypperste
inden for rom kategorien.Nip til det flydende guld og smag den eventyrlige historie.

Alkoholstyrke: 43%
Farve: Gyldent rav
Duft: Kompleks med strejf af sukker, banan og cedertræ
Smag: Fuld af karakter og alligevel raffineret med karamel, grillede tropiske frugter, egetræ. Lettere strejf af røg og med en naturlig varme fra alkohol.

Verdens bedste rom i over 300 år- Kvalitet og eksklusivitet, det er grundlaget for produktionen af El Dorado rom.
El Dorado roms uovertrufne karakter er resultatet af en lang historie og en forædlings proces, som går flere hundrede år tilbage. Sukkerrørene blev indført til de caraibiske øer af Columbus, som havde dem med
fra Spanien i 1493. Det er derfor ikke overraskende, at den første rom som blev produceret af Demerara Distillers, var beregnet til sømænd, som slog sig ned efter at have opgivet håbet om at finde El Dorados
skattekammer. Deres eventyrlystne sind viste dem dog vejen og de opdagede Guyanas flydende guld. De traditionelle arbejdsmetoder benyttes stadig til at producere en rom af høj kvalitet og starter med de
bedste sukkerrør.
I århundreder er El Dorado rom blevet lagret i egetræsfade, hvilket intensiverer den fortryllende aroma og smag af rom. For Demerara Distillers vil målet altid være at efterstræbe den perfekte smag.
 Dette er en af
grundene til at Demerara Distillers er blevet verdensberømte.

",El Dorado Rom 15 years 43 %  70 cl,"Dorado, Rom, rhum, guyana, eldorado",0,El Dorado Rom Guyana 15 years 43 %  70 cl,El Dorado Rom 15 years 43 %  70 cl,El Dorado Rom 15 years 43 %  70 cl,,,,
base,admin,Default,simple,8715151400709,"El Dorado Cream Rom Likør 16,5% 70 cl",,00:00,00:00,99,,64.07,0.7,,,139,Disabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,,,"El Dorado Rum Cream Liqueur er sammensat af de fineste ingredienser man kan tænke sig: 5 års lagret rom, fuld-fed fløde, krydderier og mange
andre naturlige ingredienser. Resultatet er en uovertruffen Creme likør, der er både rig på smag og fantastisk blød.

Alkoholstyrke: 16,5%
Farve: Beige
Duft: Sød vanilje, nougat og kokos
Smag: Blød og cremet med nuancer af ristede nødder, kokosnødder, frisk fløde, brune kryddrier og fin rom.
Præmieringer: Guld ved International Rum Festival i Canada

Demerara var en af de oprindelige kolonier, der blev samlet til kolonien Britisk Guyana, som i dag hedder ”Guyana”. 
Demerara kolonien lå i området omkring Demerara floden og hovedbyen var Georgetown. Demerara er i dag et af de tre distrikter i Guyana. 
","El Dorado Cream Rom Likør 16,5% 70 cl","Dorado,Cream, Rom, rhum, Likør, eldorado",0,"El Dorado Cream Rom Likør 16,5% 70 cl","El Dorado Cream Rom Likør 16,5% 70 cl","El Dorado Cream Rom Likør 16,5% 70 cl",,,,
base,admin,Default,simple,4076700105099,Meadows Irish Cream Liquer 17 % 70 cl ,,,,39.95,,23.09,0.7,,,69.95,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,,,"Fremstilles af frisk irsk fløde tilsat god irsk whiskey. Dette produkt indeholder 17 % alkohol

Indtil aftapningen lagres likøren i keramik tønder. Denne milde behandling garanterer exceptionel kvalitet i det endelige produkt. 
Hemmeligheden i dens forfriskende, kølige smag ligger i sammensætningen af naturlige, meget aromatiske ekstrakter.
Der anvendes hverken kunstige smagsstoffer, kemiske tilsætningsstoffer eller mælkepulvererstatninger i Meadows Cream Likør.
",Meadows Irish Cream Liquer 17 % 70 cl,"Meadows,Irish,Cream,Liquer, likør, bailey, bailey´s",0,Meadows Irish Cream Liquer 17 % 70 cl ,Meadows Irish Cream Liquer 17 % 70 cl,Meadows Irish Cream Liquer 17 % 70 cl,,,,
base,admin,Default,simple,3177381026015,Croizet Cognac VS  40 % 70 cl,,00:00,00:00,199,,119.13,0.7,,,249,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,,,"En ung og kraftfuld cognac. Ret til smagen med blot en antydning af træ. Meget god til cocktails

Pierre Croizet s cognac vingård på 30 ha i kommunen Triac Lautrait er beliggende i hjertet af landsbyen Lantin. Det er en privilegeret beliggenhed i AOC terroiret Fins Bois, tidligere kendt som Champagne de Jarnac, fordi det er beliggende på grænsen af La Grande Champagne, Cognac s premier cru. Derudover er der de karakteristika for en Fin Bois: en cognac, der er domineret af frugtighed allieret med finesse af Grande Champagne cognac.

Grundlagt af Léon Croizet i 1805, er mærket anerkendt i hele verden. Lavet med behørig respekt for traditionerne, Croizet cognac skylder deres karakteristiske stil til deres unikke geografiske oprindelse - Grande Champagne.
",Croizet Cognac VS  40 % 70 cl,"Croizet,Cognac,VS",0,Croizet Cognac VS  40 % 70 cl,Croizet Cognac VS  40 % 70 cl,"Croizet Cognac VS  40 % 70 cl
",,,,
base,admin,Default,simple,3177381106014,Croizet Cognac VSOP Fin Bois 40 % 70 cl,,00:00,00:00,249,,156.38,0.7,,,349,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,,,"I denne cognac, som allerede har fine tanniner, finder vi den frugtagtige karakter som er typisk for Fins Bois cru sammen med en vis rigdom på ganen.

Pierre Croizet s cognac vingård på 30 ha i kommunen Triac Lautrait er beliggende i hjertet af landsbyen Lantin. Det er en privilegeret beliggenhed i AOC terroiret Fins Bois, tidligere kendt som Champagne de Jarnac, fordi det er beliggende på grænsen af La Grande Champagne, Cognac s premier cru. Derudover er der de karakteristika for en Fin Bois: en cognac, der er domineret af frugtighed allieret med finesse af Grande Champagne cognac.

Grundlagt af Léon Croizet i 1805, er mærket anerkendt i hele verden. Lavet med behørig respekt for traditionerne, Croizet cognac skylder deres karakteristiske stil til deres unikke geografiske oprindelse - Grande Champagne.
",Croizet Cognac VSOP Fin Bois 40 % 70 cl,"Croizet,Cognac, VSOP, FinBois",0,Croizet Cognac VSOP Fin Bois 40 % 70 cl,Croizet Cognac VSOP Fin Bois 40 % 70 cl,Croizet Cognac VSOP Fin Bois 40 % 70 cl,,,,
base,admin,Default,simple,3177381206011,"Croizet Cognac  XO, Grande Champagne 40 % 70 cl",,,,399,399,275.58,0.7,,,699,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,0,2014-01-10 00:00:00,"En smukt udformet XO cognac, lagret i egetræsfade og meget længere end de minimale XO krav. Har en delikat, behersket kompleksitet på næsen og ganen.
 En velstruktureret cognac allerede med en rundhed på ganen. Den glathed vises, når glasset er tilstrækkeligt varmet.

Tyve år i egetræsfade skaber sin karakter. XO er fin moden cognac. 
Den har en velstruktureret krop, rav farve med en udførlig næse og en glathed, som er skabt af det lange ophold på fad. Det skaber en stor personlighed indenfor cognac.

Pierre Croizet s cognac vingård på 30 ha i kommunen Triac Lautrait er beliggende i hjertet af landsbyen Lantin. Det er en privilegeret beliggenhed i AOC terroiret Fins Bois, tidligere kendt som Champagne de Jarnac, fordi det er beliggende på grænsen af La Grande Champagne, Cognac s premier cru. Derudover er der de karakteristika for en Fin Bois: en cognac, der er domineret af frugtighed allieret med finesse af Grande Champagne cognac.
",Cognac Croizet XO Grande Champagne 40 % 70 cl,"Cognac,Croizet,XO,Grande,Champagne",0,"Croizet Cognac  XO, Grande Champagne 40 % 70 cl",Cognac Croizet XO Grande Champagne 40 % 70 cl,Cognac Croizet XO Grande Champagne 40 % 70 cl,,,,
base,admin,Default,simple,3257150100426,Meukow Cognac VSOP 40 % 70 cl,,,,289,,185.36,0.7,,,359,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,,,"Den fantastiske blødhed i Meukow VSOP er resultatet af en omhyggelig udvælgelse blandt forskellige cognacs. 
Farve: Smuk klar, ravfarvet med gyldne glimt. 
Aroma: Frugtrig; rosiner, kandiseret appelsin og hvide ferskner. 
Smag: Harmonisk med en krydret undertone, valnød og hasselnød samt et passende indtryk af vanille og en passende eftersmag.
Eftersmag: Harmoniske og bløde tanniner med krydrede undertoner.  
Meukow VSOP er fadlagret i minimum 10-12 år, før den frigives til salg
",Meukow Cognac VSOP 40 % 70 cl,"Meukow,Cognac,VSOP",0,Meukow Cognac VSOP 40 % 70 cl,Meukow Cognac VSOP 40 % 70 cl,Meukow Cognac VSOP 40 % 70 cl,,,,
base,admin,Default,simple,8002793005387,6 fl Piccini Memoro Rosso 14 % 75 cl,,23:59,23:59,199.95,179.95,133.65,4.2,,,449.95,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,0,2014-03-03 00:00:00," Memoro er sammensat af 4 forskellige druesortér i 4 forskellige vinregioner i Italien: 
 40% Primitivo, hvoraf en del er tørrede
 30% Fadlagret Montepulciano fra Abruzzo
 20% Nero d´Avola fra Sicilien 
 10% Merlot fra Veneto
 
Vinen har masser af farve, karakter og smag. Der er tydelige nuancer af mørke bær, kirsebær og figner i både smag og duft. 
Eftersmagen er lang, intens og elegant.

Velegnet til et bredt  udvalg af retter, . både til pizza, pasta og kødretter med svinekød, oksekød og kalvekød.

5 Stjerner i Jyllandsposten 3/3-2012

Udmærkelser
IWSC 2012 – BRONZE MEDAL
CONCOUR MONDIAL BRUXELLES 2012 – GREAT GOLD MEDAL
BERLINER WEIN TROPHY 2012 – GOLD MEDAL
MUNDUS VINI 2011 – SILVER MEDAL
SELECTION MONDIAL VINS CANADA 2011 – GOLD MEDAL
IWSC 2011 – BRONZE MEDAL",Piccini Memoro Rosso 14 % 75 cl,"Piccini,Memoro, Rosso, rødvin, röttvin",0,6 fl Piccini Memoro Rosso 14 % 75 cl,Piccini Memoro Rosso 14 % 70 cl,Piccini Memoro Rosso 14 % 70 cl,,,,
base,admin,Default,simple,8002793006803,6 fl Piccini Memoro Bianco 14 % 75 cl,,23:59,23:59,199.95,179.95,133.65,4.5,,,449.95,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,0,2013-11-04 00:00:00,"Den er lavet på 40 % Viognier , 30% Chardonnay, 20% Vermentino og 10% Pecorino fra henholdsvis Sicilien,Trentino, Maremma Toscana og Marche. 

Et super flot glas hvidvin til prisen. Frisk, fedmefyldt, elegant og særdeles velsmagende.
Nyd den afkølet ved ca. 8 grader som aperitif eller til fisk, skaldyr eller fjerkræ.
",Piccini Memoro Bianco 14 % 75 cl,"Piccini,Memoro,Bianco, hvidvin, vittvin, ",0,6 fl Piccini Memoro Bianco 14 % 75 cl,Piccini Memoro Bianco 14 % 75 cl,Piccini Memoro Bianco 14 % 75 cl,,,,
base,admin,Default,simple,8002793007442,"6 fl Piccini Memoro Rose 13,5% 75 cl",,23:59,23:59,199.95,179.95,133.65,4.5,,,449.95,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,0,2013-11-04 00:00:00,"Let, frisk og lys med aromaer af hindbær, ribs og delikat vilde mynte noter.

God i ganen med moden smag af jordbær, hindbær og kirsebær.

Velafbalanceret og ren finish.","Piccini Memoro Rose 13,5% 75 cl","Piccini,Memoro,Rose rose´, rosato",0,"6 fl Piccini Memoro Rose 13,5% 75 cl","Piccini Memoro Rose 13,5% 75 cl","Piccini Memoro Rose 13,5% 75 cl",,,,
base,admin,Default,simple,4008429057762 ,10 kg Chappi Fuldkost Kylling ,,,,119.95,,78.82,10,,,235.95,Enabled,DE19,"Catalog, Search",,,No,No,Kg,Kg,,,Fuldfoder med kylling,10 kg Chappi Fuldkost Kylling ,"Chappi, Fuldkost, Kylling, hundemad, hund ",0,10 kg Chappi Fuldkost Kylling ,10 kg Chappi Fuldkost Kylling ,10 kg Chappi Fuldkost Kylling ,,,,
base,admin,Default,simple,4008429057755 ,10 kg Chappi Fuldkost Oksekød,,00:00,00:00,119.95,,78.82,10,,,235.95,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,,,"Fuldfoder med OKsekød, Grøntsager og kornsorter",10 kg Chappi Fuldkost Oksekød,"Chappi, Fuldkost, Oksekød,hund, hundemad",0,10 kg Chappi Fuldkost Oksekød,10 kg Chappi Fuldkost Oksekød,10 kg Chappi Fuldkost Oksekød,,,,
base,admin,Default,simple,57100856000127, Dild Akvavit Esrumsø 40 % 50 cl,,00:00,00:00,119,,66.98,0.5,,,169,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,,,"Dild Aquavit fra Esrum Sø Mikrodestilleri er fremstillet ved at lade hele dildkroner med modne frø trække i spiritus. Herved fremkommer et gulligt udtræk, med en skarp og let bitter smag. De skarpe og bitre smagsstoffer fjernes ved en såkaldt fraktioneret destillation på et anlæg med en specialudviklet håndlavet kolonne. Ved mikro-destillation er der tradition for, at kun det bedste af destillatet opsamles og anvendes.    

For at opnå en Dild Aquavit, der er venlig at nyde, hverken for mild eller for stærk, fortyndes det farveløse velduftende destillat til 40 % vol. spiritus. Dild Aquavitten er efterfølgende ikke filtreret koldt, og den kan derfor blive svagt opaliserende, hvis den opbevares koldt, på grund af det høje indhold af æteriske olier fra dildplanten. 

Dild Aquavit bør nydes ved stuetemperatur eller blot svagt afkølet for at opnå den fulde aroma tappes på er en “gammel apotekerflaske”.

Børsen 11/11-2011 Ole Troelsø:

De friske dildkroner blandes
med den rene alkohol og får
lov at trække i nogle dage,
hvorefter blandingen destilleres
for at få de rene smagstoner
frem. Resultatet er en
akvavit, der dufter så rent,
klart og let, at selv de, som
ikke drikker snaps til hverdag,
måske vil lade sig friste. Esrum Dild Aquavit er
den ægte vare, men i en så
ren og fin udgave, at den ikke
virker skarp, hvilket er en sjældenhed.

", Dild Akvavit Esrumsø 40 % 50 cl," Dild, Akvavit, Esrumsø, snaps",0, Dild Akvavit Esrumsø 40 % 50 cl, Dild Akvavit Esrumsø 40 % 50 cl, Dild Akvavit Esrumsø 40 % 50 cl,,,,
base,admin,Default,simple,5710856000011,Dild Akvavit Fadlagret Esrumsø 40 % 50 cl,,00:00,00:00,119,,66.98,0.5,,,169,Enabled,DE19,"Catalog, Search",,,No,No,Liter,Liter,,,"Dild Aquavit fra Esrum Sø Mikrodestilleri er fremstillet ved at lade hele dildkroner med modne frø trække i spiritus. Herved fremkommer et gulligt udtræk, med en skarp og let bitter smag. De skarpe og bitre smagsstoffer fjernes ved en såkaldt fraktioneret destillation på et anlæg med en specialudviklet håndlavet kolonne. Ved mikro-destillation er der tradition for, at kun det bedste af destillatet opsamles og anvendes. 
   
For at opnå en Dild Aquavit, der er venlig at nyde, hverken for mild eller for stærk, fortyndes det farveløse velduftende destillat til 40 % vol. spiritus. 
Herefter modner Dild Aquavitten  på medium toast fransk eg, hvorved Dild Aquavitten opnår sin gyldne farve. Der er ikke tilsat nogen kunstige farvestoffer.

Dild Aquavitten er efterfølgende ikke filtreret koldt, og den kan derfor blive svagt opaliserende, hvis den opbevares koldt, på grund af det høje indhold af æteriske olier fra dildplanten. 
",Dild Akvavit Fadlagret Esrumsø 40 % 50 cl,"Dild,Akvavit,Fadlagret Esrumsø, snaps",0,Dild Akvavit Fadlagret Esrumsø 40 % 50 cl,Dild Akvavit Fadlagret Esrumsø 40 % 50 cl,Dild Akvavit Fadlagret Esrumsø 40 % 50 cl,,,,
